State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 12+ who have received a booster dose,Percent of fully vaccinated people 12+ with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,7012230,177212,233373,5737409,144995,5278004,175656,2774503,70.1,2530620,84.2,2222520,56.2,2025553,67.4,3768850,2921880,321500,0,151935,2316180,3267862,1432,842149,1238000,142105,266,841844,1041482,142011,216,N/A,70.1,N/A,84.2,53.4,1916744,63.8,2774503,674032,95,543435,85.6,275688,247038,20652,57,1543783,243065,1104060,2702322,81.3,2167026,65.2,842122,1182564,142087,253,5609462,168694,210880,2774216,74.9,2222471,60,842131,1237984,142090,266,5737085,154996,189446,808622,36.4,808567,37.3,791221,39.1,335714,61.8,372105,425057,11421,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,9568385,226861,285523,7471658,177149,6780007,202317,3251442,77.1,2911393,86.9,2902937,68.8,2612770,78,5519325,3588060,461000,0,272934,2780341,4402787,15596,993365,1658540,245677,5355,990432,1372461,244823,5054,N/A,77.1,N/A,86.9,65.1,2457361,73.3,3251442,749880,95,689942,90.1,311578,324550,52445,1369,1917665,250322,1249010,3118079,85.5,2798254,76.7,993361,1553879,245674,5340,7230907,198228,262308,3250018,81.5,2902340,72.7,993364,1657946,245676,5354,7469631,187212,239814,1498972,51.6,1498805,53.6,1442282,55.2,516161,74.8,639129,836162,23160,521,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,28983225,226396,285061,22160167,173099,20232681,198996,10690767,83.5,9701464,95,8596701,67.2,7793594,76.7,16462765,11011060,1509400,0,769101,8533071,12856550,1445,3079781,4799620,716648,652,3077330,3999576,716087,601,N/A,83.5,N/A,95,63.1,7269752,71.5,10690767,2685109,95,2209965,92.3,1038309,1081168,90197,291,6204625,259243,1210980,10323117,93.2,8302533,74.9,3079490,4505840,716553,650,21486284,193893,261545,10688376,88.3,8595996,71,3079656,4799095,716594,651,22157104,183055,239450,3551484,41.3,3550909,42.8,3440399,44.1,1383293,62.6,1559217,1933342,58867,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,7299890,228572,278519,6971613,218293,6143642,234404,3048762,95,2658024,95,2608027,81.7,2276778,86.9,4522430,2563560,213900,0,151713,2675316,4143957,627,950631,1517848,139409,139,950182,1187289,139223,84,N/A,95,N/A,95,79.4,2205882,84.2,3048762,704864,95,598759,88.1,297382,277660,23699,18,1679308,247082,1074060,2886013,95,2476180,86.9,950552,1386150,139352,126,6674279,234326,256290,3047813,95,2607814,84.8,950575,1517735,139365,139,6970484,226593,237301,1392333,53.4,1391933,56.2,1289631,56.6,383762,64.1,555471,826127,10717,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,43990,204301,265272,46698,216877,40868,246445,20278,94.2,17408,95,17949,83.4,15572,93.9,11690,28500,3800,0,2347,35963,8310,78,12602,2957,2352,38,12602,580,2352,38,N/A,94.2,N/A,95,78.8,14592,88,20278,1858,93.3,1784,89.6,1522,33,227,2,4878,244880,2208330,18925,95,16995,91.2,12602,2003,2352,38,44393,238096,235935,20276,95,17948,88.1,12602,2956,2352,38,46695,229200,215923,11108,61.9,11107,65.4,10513,67.5,1495,83.8,10327,781,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2499225,235918,292353,2137928,201813,1940973,227050,1023556,95,913146,95,856838,80.9,762360,89.2,1460225,951400,87600,0,64918,813006,1258409,1595,287971,508345,60135,387,287839,414031,60107,383,N/A,95,N/A,95,77.9,731046,85.5,1023556,215449,95,185518,95,83122,95490,6769,137,528275,282431,1336160,979712,95,820289,88.4,287959,471811,60134,385,2070888,223279,269461,1023431,95,856821,85.3,287967,508334,60134,386,2137812,212751,248719,442925,51.7,442789,54,426948,56,141760,76.4,190299,247622,4962,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,10032475,194854,248480,7305395,141888,6759453,167416,3436865,66.8,3144849,77.9,2887606,56.1,2649341,65.6,5434135,4148740,449600,0,229638,2841250,4232339,2168,1034125,1646941,206165,375,1031970,1411463,205542,366,N/A,66.8,N/A,77.9,53.3,2505520,62.1,3436865,947527,95,807404,86.2,344946,431005,31240,213,2241623,239228,1070680,3341325,75.6,2814931,63.7,1033968,1574473,206117,373,7140185,161544,226980,3434992,70.7,2886739,59.4,1034050,1646196,206120,373,7302610,150375,206589,1112530,38.5,1112409,39.5,1089003,41.1,499921,61.9,477378,612801,21861,490,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1770665,200152,265245,1359525,153678,1232575,184639,664214,75.1,595897,89.3,531299,60.1,478245,71.6,973565,708100,89000,0,40603,530673,788116,133,194713,297989,38562,35,194640,245040,38530,35,N/A,75.1,N/A,89.3,56.8,449346,67.3,664214,173437,95,140643,92.6,70000,65624,4998,21,387636,255240,1165900,639326,86.6,511913,69.4,194710,278611,38557,35,1314962,178155,239895,664163,80.7,531288,64.5,194711,297984,38558,35,1359469,165086,215019,213276,40.1,213250,41.7,208178,43.5,88932,63.2,96545,114114,2607,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,12306130,180199,231356,9624353,140930,8974864,168728,4195676,61.4,3862016,72.6,3667175,53.7,3389599,63.7,7103390,4696440,506300,0,261221,3679352,5628326,55454,1304788,2117671,233032,11684,1304159,1841205,232729,11506,N/A,61.4,N/A,72.6,51.4,3231284,60.7,4195676,1048819,91.7,957908,83.8,475625,440490,35757,6036,2792357,244217,1076280,4092153,70.1,3584395,61.4,1304734,2035067,232978,11616,9435908,161696,210881,4194972,65.3,3667031,57.1,1304771,2117585,232993,11682,9623482,149885,191667,1557198,42.5,1556872,43.4,1527750,45.1,639452,66.8,660086,872374,21308,3430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,59133195,203937,273815,44568037,153705,39490206,182858,20674730,71.3,18006117,83.4,17462084,60.2,15440999,71.5,35295355,21227540,2610300,0,1537072,16347543,26678989,4433,6033565,10086664,1340945,910,6028616,8072586,1338948,849,N/A,71.3,N/A,83.4,56.9,14465435,67,20674730,3622965,95,3210095,86,1525099,1507127,177540,329,8973167,240295,1583550,19771206,82,16850788,69.9,6032740,9476673,1340498,877,42980073,178332,245355,20669293,76.5,17460725,64.7,6033045,10086103,1340668,909,44561305,165011,218971,6276381,35.9,6275953,37.2,6071449,39.3,1949243,60.7,2756988,3423293,95896,204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,6018350,187724,264569,5070378,158155,4415259,194097,2284074,71.2,1949320,85.7,2030316,63.3,1748937,76.9,3723890,2052960,241500,0,182257,1773029,3114777,315,662800,1199085,168417,14,662324,918389,168213,11,N/A,71.2,N/A,85.7,60,1641992,72.2,2284074,374175,95,341089,93.2,146607,177593,16886,3,962700,263125,1644930,2160471,83.3,1934431,74.6,662733,1103311,168374,13,4850154,187102,232166,2283535,77.2,2030205,68.6,662778,1199027,168386,14,5069741,171382,203449,870097,42.9,869860,45,835244,47.8,249356,73.1,337499,520500,12093,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,18825505,220555,282044,15930129,186633,14216645,212994,7223306,84.6,6374423,95,6158349,72.1,5426087,81.3,11412585,6638720,774200,0,500401,5629796,9790638,9294,1996881,3706625,451373,3470,1990964,2983115,448975,3033,N/A,84.6,N/A,95,68.9,5152542,77.2,7223306,1445012,95,1241307,91.3,576801,590705,72821,980,3563019,262198,1385340,6891767,94.3,5883398,80.5,1996622,3432997,450461,3318,15314258,209584,257638,7219164,89.9,6156524,76.7,1996745,3705042,451269,3468,15924107,198307,234438,2825604,45.9,2824346,48,2705394,49.9,898093,72.4,1180347,1601659,42935,663,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7792220,N/A,N/A,7226868,N/A,7223358,N/A,3410012,N/A,3407999,N/A,2932598,N/A,2931127,N/A,3373740,3792380,626100,0,254913,3725945,3245723,287,1437616,1261835,233135,12,1437555,1260467,233093,12,N/A,N/A,N/A,N/A,0,2748756,0,3410012,1666561,0,1493706,0,815892,601250,76563,1,3813302,0,0,3409892,0,2932523,0,1437594,1261789,233128,12,7226674,0,0,3409908,0,2932528,0,1437594,1261793,233129,12,7226695,0,0,1102071,37.6,1102065,37.6,1102014,37.6,721464,48.3,582699,498574,20797,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,146360,137699,179567,140401,132092,131456,161282,67721,63.7,62878,77.1,56059,52.7,52216,64.1,105420,38140,2800,0,2266,41927,96208,0,15606,38388,2060,5,15576,34582,2053,5,N/A,63.7,N/A,77.1,51,50398,61.8,67721,18082,88.3,15206,74.3,6034,8606,562,4,39442,192607,714718,66403,74.3,55138,61.7,15598,37478,2057,5,138182,154523,163668,67654,67.9,56034,56.2,15599,38373,2057,5,140308,140838,146912,15949,28.5,15948,28.9,15669,30,6849,45,5467,10340,140,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1704950,273234,334314,1350806,216479,1211725,237601,579484,92.9,513821,95,501312,80.3,443326,86.9,965970,667380,71600,0,52908,526052,770966,880,176884,276903,47259,266,176814,219083,47180,249,N/A,92.9,N/A,95,76.5,419168,82.2,579484,141817,95,125743,95,60693,62245,2650,155,375316,300159,1363540,550862,95,476305,86.5,176866,251930,47243,266,1296632,235345,309456,579276,95,501301,84.3,176883,276897,47255,266,1350608,227014,286572,294536,58.8,294481,61.8,279449,63,99029,78.8,126514,163566,4440,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,16957295,222686,284909,13895928,182484,12534553,210600,6082392,79.9,5417976,91,5451745,71.6,4867515,81.8,10079095,6128600,749600,0,482345,5191120,8211338,11125,1883504,3115505,448861,3875,1882659,2532606,448495,3755,N/A,79.9,N/A,91,67.8,4581825,77,6082392,1230144,95,1126583,93.1,510986,555051,58830,1716,3174898,262448,1401750,5824850,89.6,5236600,80.6,1883411,2900511,448822,3856,13422770,206475,260844,6081307,85,5451596,76.2,1883479,3115410,448835,3872,13894702,194103,236886,2742489,50.3,2741424,52.4,2632129,54.1,844389,75,1194498,1510927,36233,831,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,11118845,190966,244057,9897487,169989,9027758,198158,4143816,71.2,3720956,81.7,3769307,64.7,3393524,74.5,6524545,4143700,450600,0,332787,3779338,5783006,2356,1324689,2145034,298768,816,1324294,1769921,298540,769,N/A,71.2,N/A,81.7,61.9,3227442,70.8,4143816,1034698,95,962974,94.7,460855,471240,30570,309,2822093,277426,1093040,3984012,79.7,3630020,72.6,1324642,2005830,298739,809,9596549,191939,222386,4143317,75.4,3769241,68.6,1324677,2145001,298752,811,9896981,180209,202458,2059739,54.6,2059458,56.7,1997970,58.9,767233,79.7,861361,1171555,26719,104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3871485,216025,270246,2641764,147408,2471675,172533,1152103,64.3,1065056,74.3,1019226,56.9,945855,66,2164025,1545960,161500,0,66555,1138975,1434541,1693,418277,540061,60418,470,417814,467273,60341,427,N/A,64.3,N/A,74.3,54.4,901993,63,1152103,338647,92.3,306776,83.6,156876,140123,9582,195,855699,233154,1054870,1125811,72.3,999172,64.1,418180,520133,60399,460,2595830,166630,248517,1151688,67.8,1018991,60,418201,539920,60401,469,2641048,155436,227852,452436,44.4,452353,45.3,443383,46.9,200717,65.4,214225,233231,4906,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,938185,162103,210816,732697,126598,679322,152648,336141,58.1,308467,69.3,293521,50.7,270245,60.7,477345,412840,48000,0,28736,319913,383402,646,118379,148488,26522,132,118352,125266,26497,130,N/A,58.1,N/A,69.3,47.2,249877,56.1,336141,91650,92.4,82658,83.3,42112,36563,3922,61,222326,224166,945951,327204,66.7,286431,58.4,118377,141404,26518,132,716748,146060,191185,336106,61.8,293514,54,118378,148485,26519,132,732656,134722,172515,122599,41.8,122586,42.8,120049,44.4,55113,66.7,56869,63939,1745,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
