State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6229410,157429,207320,5218961,131893,4857046,161647,2584369,65.3,2382663,79.3,2101720,53.1,1945418,64.7,3417670,2496040,315700,0,142246,2124461,2951148,1106,812548,1155297,133694,181,812275,999384,133599,160,N/A,65.3,N/A,79.3,50.3,1832424,61,2584369,654686,95,535266,84.3,271525,243491,20210,40,1466665,230923,980806,2539576,76.4,2076160,62.4,812527,1129775,133677,181,5148255,154824,187338,2584154,69.8,2101673,56.8,812530,1155282,133680,181,5218711,140991,168297,583820,27.8,581953,29.9,440693,42,285562,53.3,268141,307850,7810,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,8442505,200167,251927,6721163,159355,6182666,184492,3101102,73.5,2808716,83.8,2789654,66.1,2551121,76.1,4824725,3166180,451600,0,258926,2521275,3930631,10331,972481,1575886,237983,3304,969609,1341184,237164,3164,N/A,73.5,N/A,83.8,61.9,2372202,70.8,3101102,737867,95,682502,89.1,308338,321305,51840,1019,1815589,236997,1102040,3004059,82.4,2726577,74.7,972477,1512821,237980,3299,6559560,179824,231443,3101086,77.7,2789647,69.9,972480,1575881,237982,3304,6721147,168453,211596,1014830,36.4,1010468,39.6,686015,52.9,437592,64.1,445018,553118,16388,306,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,25208705,196912,247937,19708270,153947,18272391,179716,9871366,77.1,9073989,89.2,8115514,63.4,7497286,73.7,14296145,9466260,1446300,0,684250,7708086,11314588,1346,2981574,4451110,682231,599,2979409,3835593,681728,556,N/A,77.1,N/A,89.2,58.2,6833746,67.2,9871366,2601212,95,2171751,90.7,1021675,1062759,87043,274,5840111,244013,1053280,9622102,86.8,7957680,71.8,2981397,4293531,682154,598,19295790,174126,227484,9869882,81.5,8115044,67,2981458,4450807,682180,599,19706376,162808,208266,2419034,29.8,2410035,32.1,1814836,42.8,1151360,53,1091679,1319388,7932,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,6277990,196575,239530,5815076,182080,5270067,201074,2816183,88.2,2512295,95,2445315,76.6,2208001,84.2,3799590,2267300,211100,0,144402,2275329,3394805,540,919370,1388953,136885,107,918947,1152276,136711,67,N/A,88.2,N/A,95,73.2,2100832,80.2,2816183,671800,95,583267,85.8,288135,271836,23280,16,1494300,219861,923701,2723928,95,2393730,84,919303,1337488,136834,105,5670403,199081,220412,2815424,91.5,2445119,79.5,919315,1388855,136842,107,5814158,189004,204082,634681,26,633167,28.7,437149,38.1,250657,43,259894,368806,5974,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2233185,210805,261232,1907254,180038,1753212,205086,928021,87.6,838771,95,803760,75.9,730141,85.4,1308945,837240,87000,0,61725,729851,1114364,1314,279360,466775,57307,318,279249,393295,57281,316,N/A,87.6,N/A,95,72.3,692290,81,928021,207658,95,182737,95,82384,93655,6580,118,501744,268246,1193920,897556,95,782644,84.4,279351,445670,57306,317,1861896,200745,240777,927953,92.3,803752,80,279356,466773,57306,317,1907179,189799,222243,306106,38.1,304564,41.7,214001,55.7,123715,67.7,136408,165981,3703,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,36490,169469,220045,36041,167383,32669,197003,18722,86.9,16748,95,16116,74.8,14710,88.7,7490,25200,3800,0,2335,28269,5437,0,11900,1876,2340,0,11900,470,2340,0,N/A,86.9,N/A,95,64.8,12549,75.7,18722,1797,90.2,1726,86.6,1478,21,227,0,4189,210291,1831830,18100,95,16005,85.8,11900,1765,2340,0,35311,189386,195709,18721,91.9,16116,79.1,11900,1876,2340,0,36040,176901,179110,3839,23.8,3839,26.1,2211,39,952,55.2,3830,9,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,8800585,170928,217969,6599572,128179,6191302,153344,3202369,62.2,2970914,73.6,2718259,52.8,2538376,62.9,4875085,3490100,435400,0,214970,2590397,3792164,2041,994906,1527218,195793,342,992865,1349976,195195,340,N/A,62.2,N/A,73.6,49.8,2382809,59,3202369,923871,95,796019,85,340089,425286,30443,201,2125645,226851,939207,3147518,71.2,2687611,60.8,994802,1496718,195749,342,6516490,147433,199109,3201228,65.9,2717724,56,994831,1526800,195751,342,6597877,135864,181222,784205,28.8,782057,30.8,624284,41.7,418229,52.5,331675,436178,15903,449,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1567795,177220,234855,1239559,140117,1142415,171133,620188,70.1,563996,84.5,500950,56.6,461140,69.1,857555,624840,85400,0,38228,492376,708823,132,188637,275714,36569,30,188571,236000,36539,30,N/A,70.1,N/A,84.5,53.2,430740,64.5,620188,169395,95,138822,91.4,69112,64861,4829,20,372817,245483,1032320,603506,81.8,491291,66.6,188635,266062,36564,30,1212929,164331,212409,620155,75.3,500941,60.8,188635,275711,36565,30,1239522,150520,190384,161740,32.3,161294,35,122761,47.2,79070,57,75263,84537,1932,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,10794790,158069,202943,8778993,128551,8265636,155395,3983159,58.3,3702399,69.6,3486885,51.1,3267497,61.4,6342930,3964360,487500,0,245925,3382533,5106149,44386,1263040,1991692,221943,10210,1262487,1773257,221665,10088,N/A,58.3,N/A,69.6,48.5,3095618,58.2,3983159,1029192,90,943995,82.6,469128,434413,35020,5434,2636004,230542,944101,3915355,67.1,3444997,59,1263005,1949920,221894,10178,8667792,148534,184983,3982586,62,3486761,54.3,1263023,1991624,221906,10208,8778290,136721,168128,1141908,32.7,1138013,34.8,855073,46.4,544306,57.7,489680,634420,15720,2088,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,51594645,177938,238908,39870946,137506,36053522,166945,19188000,66.2,17081647,79.1,16402500,56.6,14846909,68.7,30953965,18114880,2525800,0,1434226,14967931,23465422,3367,5844714,9292234,1265016,536,5840372,7742625,1263417,495,N/A,66.2,N/A,79.1,53,13807833,63.9,19188000,3510563,94,3139581,84.1,1497850,1468752,172780,199,8429271,225730,1381670,18679304,77.5,16136969,67,5844077,9027709,1264665,518,39060728,162070,214076,19183455,71,16401321,60.7,5844208,9291815,1264762,536,39865285,147622,191056,4232145,25.8,4211003,28.4,2851831,41,1615728,51.5,1923254,2239862,68889,140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5347760,166807,235090,4428786,138142,3929032,172722,2140445,66.8,1862363,81.9,1868031,58.3,1653007,72.7,3280860,1834600,232300,0,169293,1583276,2675922,295,629855,1078910,159257,9,629422,864517,159059,9,N/A,66.8,N/A,81.9,54.4,1528533,67.2,2140445,365545,95,329369,90,141277,171739,16352,1,893670,244258,1461650,2058380,79.4,1822513,70.3,629804,1033485,159215,9,4300581,165901,206297,2140032,72.3,1867943,63.1,629834,1078872,159228,9,4428302,149698,180780,511860,27.4,510096,30.9,325854,47.2,195977,59.5,203302,301146,7411,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,16690375,195540,250055,14172501,166041,12865230,192747,6677407,78.2,5975870,89.5,5767688,67.6,5191652,77.8,10183135,5761040,746200,0,469376,5101268,8594093,7764,1929943,3407829,426929,2987,1924292,2839922,424742,2696,N/A,78.2,N/A,89.5,64,4888206,73.2,6677407,1398870,95,1219545,89.7,569223,578095,71329,898,3364197,247567,1228220,6442005,88.2,5607285,76.7,1929743,3248443,426199,2900,13768904,188435,228417,6676094,83.1,5767248,71.8,1929806,3407620,426837,2985,14170826,176473,207849,1922163,33.3,1912859,36.8,1312567,50.3,767225,62.9,847565,1041805,32501,292,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7528270,N/A,N/A,6871519,N/A,6868308,N/A,3311824,N/A,3310002,N/A,2906547,N/A,2905144,N/A,3241290,3671280,615700,0,245698,3523716,3101823,282,1425873,1251081,229582,11,1425813,1249779,229541,11,N/A,N/A,N/A,N/A,0,2705802,0,3311824,1636759,0,1485764,0,811905,598204,75654,1,3662048,0,0,3311706,0,2906473,0,1425851,1251036,229575,11,6871329,0,0,3311721,0,2906477,0,1425851,1251039,229576,11,6871348,0,0,871755,30,871738,30,812165,35.5,609914,41.1,448838,407697,15220,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,133590,125684,163900,128041,120464,121214,148716,62858,59.1,58998,72.4,53456,50.3,50510,62,96750,34540,2300,0,2065,38156,87820,0,15045,36509,1897,5,15017,33598,1890,5,N/A,59.1,N/A,72.4,48.6,48755,59.8,62858,17141,83.7,14876,72.6,5896,8449,527,4,36583,178645,652359,62152,69.5,53138,59.4,15037,36202,1894,5,127029,142051,149388,62797,63,53431,53.6,15038,36494,1894,5,127955,128438,134094,10763,20.1,10745,21.3,8742,28.5,5228,35.1,3848,6813,100,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1398750,224163,274273,1225534,196403,1118386,219298,551870,88.4,493560,95,478975,76.8,431374,84.6,777550,551900,69300,0,50812,483955,689887,880,172012,260822,45876,265,171955,213374,45797,248,N/A,88.4,N/A,95,72.2,402667,79,551870,139596,95,124548,95,60153,61677,2563,155,362184,289657,1118650,528080,95,462174,83.9,171997,244053,45859,265,1184586,215008,253880,551772,92.7,478965,80.5,172011,260818,45871,265,1225447,205976,235105,220653,46.1,219327,50.8,153350,62.7,90425,72.6,98411,118698,3528,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,15017425,197211,252316,12354966,162247,11315893,190125,5717758,75.1,5156584,86.6,5142498,67.5,4679856,78.6,8931905,5362720,722800,0,457116,4664416,7224310,9124,1815427,2892977,431081,3013,1814639,2431530,430744,2943,N/A,75.1,N/A,86.6,63.2,4351504,73.1,5717758,1201113,95,1106511,91.5,504262,543215,57513,1521,3005490,248444,1241390,5536242,85.2,5022768,77.3,1815356,2773360,431045,3007,12053162,185407,231004,5717077,79.9,5142380,71.8,1815404,2892909,431055,3012,12354150,172582,209787,1803253,35.1,1795028,38.4,1194417,52.9,719872,65.1,810101,967329,25390,433,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,9935775,170646,218089,8940641,153555,8270107,181528,3941422,67.7,3579813,78.6,3585505,61.6,3289897,72.2,5821835,3668140,445800,0,319581,3466777,5152572,1711,1291313,2003179,290446,567,1290958,1708170,290228,541,N/A,67.7,N/A,78.6,58.1,3085186,67.7,3941422,1016273,95,949171,93.3,456515,462402,30008,246,2682337,263687,976736,3825328,76.5,3507116,70.1,1291277,1924853,290419,567,8745566,174919,198724,3941144,71.8,3585462,65.3,1291304,2003161,290430,567,8940333,162790,180916,1481879,41.3,1477279,44.9,1069501,57.7,662599,69.8,634062,826854,20916,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3431265,191461,239516,3116290,173886,2972720,207508,1607890,89.7,1522503,95,1283677,71.6,1225887,85.6,1994385,1280980,155900,0,75658,1392464,1646564,1604,556186,656010,71034,447,555692,598846,70935,414,N/A,89.7,N/A,95,68.1,1162653,81.2,1607890,554639,95,465815,95,235921,218015,11685,194,1148949,313056,934922,1589629,95,1275943,81.9,556054,648432,71011,446,3090610,198391,220258,1607171,94.6,1283313,75.5,556067,655785,71014,447,3115125,183337,201943,232418,18.1,232133,18.9,187660,23.4,125918,27,107453,122197,2721,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,848965,146687,190768,675164,116657,634125,142492,320680,55.4,297189,66.8,273172,47.2,255833,57.5,436905,365660,46400,0,27746,299061,347754,603,112857,135133,25070,112,112838,117840,25045,110,N/A,55.4,N/A,66.8,43.6,234819,52.8,320680,90578,91.3,81262,81.9,41393,36010,3808,51,215034,216814,855993,314652,64.1,270052,55,112856,132017,25067,112,666067,135732,173004,320652,59,273167,50.2,112856,135131,25068,112,675132,124144,156109,93213,34.1,92936,36.3,72375,48.7,48282,59.4,43416,48472,1289,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
