State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6722110,169880,223717,5572121,140818,5147014,171297,2728025,68.9,2494583,83,2174214,54.9,1994996,66.4,3648450,2752560,321100,0,147862,2263089,3159916,1254,831020,1202990,139983,221,830735,1024179,139890,192,N/A,68.9,N/A,83,52.2,1885042,62.7,2728025,669727,95,540457,85.1,274227,245664,20516,50,1520515,239401,1058380,2662349,80.1,2131510,64.1,830997,1160328,139965,220,5463332,164300,202155,2727771,73.7,2174165,58.7,831002,1202974,139968,221,5571829,150531,181608,753088,34.6,740363,37.1,528045,49.5,322998,59.8,348825,393948,10284,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,9200045,218128,274532,7210757,170963,6580313,196358,3200863,75.9,2878271,85.9,2853558,67.7,2587134,77.2,5304025,3438520,457500,0,267850,2697615,4231609,13683,984748,1621120,243025,4665,981841,1358648,242193,4452,N/A,75.9,N/A,85.9,63.8,2423897,72.3,3200863,746265,95,686942,89.7,310295,323167,52230,1250,1882882,245781,1200930,3080260,84.4,2767478,75.9,984744,1535056,243022,4656,7002049,191954,252210,3200503,80.2,2853544,71.5,984747,1621108,243024,4665,7210387,180715,230582,1350885,47.3,1313069,50.8,821469,62.7,492483,71.7,583744,745814,20927,400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,27635055,215865,271801,21415468,167282,19673812,193499,10450181,81.6,9525261,93.7,8381486,65.5,7662951,75.4,15788395,10352260,1494400,0,750793,8316328,12346996,1351,3038698,4638883,703277,628,3036423,3923203,702744,581,N/A,81.6,N/A,93.7,61.3,7132411,70.1,10450181,2660116,95,2193333,91.6,1031497,1072692,88861,283,6097331,254760,1154650,10122113,91.3,8148271,73.5,3038503,4405946,703195,627,20844737,188103,249379,10448404,86.3,8380993,69.2,3038580,4638560,703225,628,21413242,176910,228312,3281647,39.2,3201231,41.8,2241467,52.1,1324149,60.4,1453565,1773788,54245,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,7015170,219657,267656,6344280,198650,5690129,217101,2938345,92,2589564,95,2519264,78.9,2241613,85.5,4314530,2487440,213200,0,148579,2479305,3715817,579,935959,1444779,138403,123,935526,1167784,138226,77,N/A,92,N/A,95,76.1,2152673,82.1,2938345,690757,95,591681,87.1,293527,274641,23497,16,1594224,234563,1032170,2806893,95,2431345,85.4,935887,1356991,138351,116,6123508,214989,246294,2937514,95,2519062,81.9,935904,1444676,138359,123,6343284,206204,228046,975487,38.7,949669,42.4,598827,51.4,322551,54.5,411828,554846,8803,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2424365,228852,283596,2072645,195650,1890012,221089,997630,94.2,893118,95,832578,78.6,746629,87.3,1427425,909840,87100,0,63817,792483,1214881,1464,282879,489768,59575,356,282761,403966,59548,354,N/A,94.2,N/A,95,75.5,713759,83.5,997630,213743,95,184380,95,82695,94819,6738,128,520997,278540,1296130,957621,95,802222,86.5,282868,459425,59574,355,2012783,217014,261390,997531,95,832569,82.9,282875,489765,59574,355,2072543,206256,241269,407923,49,396459,53.1,254653,65.5,137138,74.4,178958,224315,4624,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,40790,189439,245975,43376,201449,38946,234855,19486,90.5,17162,95,17164,79.7,15259,92,8490,28500,3800,0,2344,34282,6716,34,12356,2443,2349,16,12356,538,2349,16,N/A,90.5,N/A,95,73.6,13945,84.1,19486,1827,91.7,1760,88.4,1503,29,227,1,4617,231777,2047690,18634,95,16562,88.8,12356,1841,2349,16,41925,224859,218772,19485,95,17163,84.2,12356,2442,2349,16,43374,212899,200216,9377,54.6,9167,60.1,3984,68.4,1317,74.8,9098,279,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,9559455,185667,236765,7042792,136787,6555551,162365,3371878,65.5,3100131,76.8,2817081,54.7,2607612,64.6,5253435,3858120,447900,0,223166,2761777,4055766,2083,1020889,1592888,202946,358,1018798,1386112,202346,356,N/A,65.5,N/A,76.8,51.9,2461537,61,3371878,943204,95,804178,85.8,344185,428741,31045,207,2201219,234916,1020190,3290081,74.4,2764995,62.6,1020760,1540975,202902,358,6911738,156375,216279,3370560,69.4,2816540,58,1020814,1592464,202904,358,7040902,144986,196848,1024292,36.4,1007566,38.6,756097,49.7,475310,59.1,440720,562805,20294,473,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1695645,191672,254007,1318901,149086,1203005,180210,651215,73.6,586799,87.9,519152,58.7,471504,70.6,931565,676280,87800,0,39772,518334,760662,133,192199,288936,37983,34,192129,241388,37953,34,N/A,73.6,N/A,87.9,55.4,442182,66.2,651215,172388,95,139909,92.1,69630,65310,4948,21,382641,251951,1116500,628791,85.2,503624,68.2,192197,273415,37978,34,1280618,173502,229731,651170,79.1,519143,63,192197,288933,37979,34,1318853,160154,205909,198909,38.3,195458,41.5,140159,53.2,86040,61.5,90900,105609,2392,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,11722630,171655,220387,9277944,135857,8683029,163242,4126971,60.4,3809537,71.6,3588582,52.5,3336419,62.7,6839750,4383580,499300,0,254788,3560164,5413538,49454,1286149,2061488,230042,10903,1285555,1810359,229749,10756,N/A,60.4,N/A,71.6,50.2,3173244,59.7,4126971,1043083,91.2,951937,83.3,472772,437914,35511,5740,2726469,238454,1025250,4034035,69.1,3523601,60.4,1286104,1996652,229990,10855,9118207,156252,200882,4126339,64.3,3588454,55.9,1286132,2061417,230004,10901,9277170,144491,182579,1425633,39.7,1405298,42.1,1005131,53.8,608143,63.9,609489,793770,19690,2684,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,56412725,194554,261218,42791802,147579,38263478,177178,20115427,69.4,17672788,81.8,16974949,58.5,15176338,70.3,33766205,20064720,2581800,0,1484640,15913631,25389586,3945,5949990,9717598,1306588,773,5945391,7925332,1304893,722,N/A,69.4,N/A,81.8,55.2,14196802,65.7,20115427,3583634,95,3178143,85.1,1513636,1488457,175762,288,8773841,234957,1510690,19362315,80.3,16527176,68.6,5949263,9270986,1306178,749,41535226,172337,234067,20110460,74.5,16973688,62.9,5949479,9717109,1306327,773,42785634,158436,208897,5722133,33.7,5578177,36.8,3491159,49.4,1852540,58.3,2547031,3086842,88094,166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5784650,180434,254296,4769056,148756,4186595,184044,2229354,69.5,1916111,84.2,1941349,60.6,1692818,74.4,3572190,1973460,239000,0,174626,1690059,2904071,300,642607,1135163,163567,12,642147,887293,163366,12,N/A,69.5,N/A,84.2,57,1579501,69.4,2229354,371255,95,333141,91.1,143004,173553,16582,2,926478,253225,1581060,2120672,81.8,1869395,72.1,642547,1063311,163525,12,4587426,176966,223151,2228883,75.3,1941252,65.6,642585,1135117,163538,12,4768501,161198,195549,709058,36.5,691665,40.9,397292,56.7,220752,66.3,282099,417412,9544,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,18062885,211620,270618,15215820,178265,13684347,205019,7078791,82.9,6279322,94.1,6009038,70.4,5346302,80.1,11026285,6268900,767700,0,484904,5444797,9277722,8397,1969957,3589628,446273,3180,1964185,2935383,443899,2835,N/A,82.9,N/A,94.1,67.1,5062305,75.8,7078791,1434174,95,1233558,90.8,573529,586631,72462,936,3481945,256231,1329220,6782290,92.8,5786906,79.2,1969727,3368744,445368,3067,14688942,201026,247201,7076773,88.1,6008570,74.8,1969821,3589402,446169,3178,15213412,189456,224941,2552537,42.5,2474553,46.3,1561830,58.8,855619,69.4,1089934,1422047,40106,450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7718020,N/A,N/A,7115186,N/A,7111764,N/A,3379284,N/A,3377321,N/A,2921326,N/A,2919883,N/A,3340740,3752480,624800,0,252274,3664867,3197762,283,1432304,1256962,232048,12,1432243,1255621,232007,12,N/A,N/A,N/A,N/A,0,2731644,0,3379284,1656990,0,1490410,0,814225,599870,76314,1,3766038,0,0,3379165,0,2921252,0,1432282,1256917,232041,12,7114994,0,0,3379180,0,2921256,0,1432282,1256920,232042,12,7115013,0,0,1034474,35.4,1034427,35.4,945889,41.1,689080,46.2,544805,470396,19273,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,144660,136099,177482,136276,128211,128265,157367,65836,61.9,61437,75.4,55029,51.8,51603,63.3,104820,37240,2600,0,2198,40767,93311,0,15418,37607,1999,5,15390,34216,1992,5,N/A,61.9,N/A,75.4,50.1,49822,61.1,65836,17709,86.5,15070,73.6,5971,8545,550,4,38527,188138,706417,64795,72.5,54382,60.8,15410,36971,1996,5,134609,150527,161767,65775,66,55004,55.2,15411,37592,1996,5,136190,136704,145206,14697,26.7,14497,28.1,11212,35.9,6422,42.6,5070,9492,133,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1672410,268019,327934,1317516,211144,1186484,232651,573206,91.9,509460,95,494175,79.2,439366,86.2,961170,640740,70500,0,52214,515200,749222,880,175350,271687,46873,265,175284,217040,46794,248,N/A,91.9,N/A,95,75.2,414196,81.2,573206,141368,95,125295,95,60502,62017,2621,155,371122,296805,1337510,545840,95,471556,85.6,175333,249102,46856,265,1267011,229968,303550,573035,95,494163,83.1,175349,271681,46868,265,1317356,221424,281103,278472,56.4,266091,60.6,173176,70.1,96726,77.2,120582,153665,4209,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,16156905,212175,271461,13306282,174740,12079774,202959,5972691,78.4,5345623,89.8,5313334,69.8,4784836,80.4,9621185,5799220,736500,0,470253,5007382,7818613,10034,1856433,3010509,442979,3413,1855623,2483268,442624,3321,N/A,78.4,N/A,89.8,65.8,4484641,75.3,5972691,1222146,95,1115805,92.2,508198,547708,58290,1609,3110748,257145,1335590,5742290,88.3,5141217,79.1,1856350,2838524,442941,3402,12903518,198487,248532,5971825,83.4,5313203,74.2,1856408,3010430,442953,3412,13305278,185869,225705,2446800,46.1,2375669,49.6,1437176,62.9,804303,72.1,1085222,1328810,32146,622,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,10669845,183254,234202,9593562,164769,8798192,193119,4082793,70.1,3679061,80.8,3687544,63.3,3345884,73.4,6274605,3945140,450100,0,329243,3696134,5566153,2032,1309068,2081386,296404,686,1308691,1740358,296180,655,N/A,70.1,N/A,80.8,60.3,3170096,69.6,4082793,1028532,95,956363,94,459051,466641,30387,284,2777798,273071,1048900,3935981,78.7,3573108,71.5,1309026,1967023,296375,684,9330953,186627,213406,4082426,74.3,3687496,67.1,1309058,2081364,296388,686,9593158,174677,194282,1906178,51.7,1864725,55.7,1267218,67.6,739470,77.3,810302,1070302,25494,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3708925,206954,258898,2580790,144005,2421841,169055,1136737,63.4,1053150,73.5,1004286,56,935683,65.3,2101425,1449000,158500,0,65499,1115705,1397932,1654,414222,529840,59768,456,413763,461807,59693,420,N/A,63.4,N/A,73.5,53.5,890791,62.2,1136737,336903,91.8,305445,83.2,156221,139506,9527,191,844461,230091,1010580,1112711,71.4,987604,63.4,414125,513281,59749,449,2540358,163070,238082,1136330,66.9,1004052,59.1,414145,529700,59751,456,2580082,151848,218285,422931,42.1,416574,44.5,309655,54.7,192566,63,200625,217719,4524,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,903665,156138,203059,712362,123084,663635,149123,330279,57.1,303992,68.3,287660,49.7,266415,59.9,461045,394820,47800,0,28046,313333,370352,631,116978,144559,26006,117,116952,123363,25985,115,N/A,57.1,N/A,68.3,46.2,245932,55.3,330279,91088,91.8,82168,82.8,41880,36351,3882,55,219638,221456,911146,322234,65.7,281994,57.5,116976,138897,26004,117,698684,142379,184150,330249,60.7,287655,52.9,116977,144556,26005,117,712326,130984,166167,114447,39.8,112773,42.3,83061,54.7,53319,64.9,53595,59209,1602,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
