State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6244670,157814,207828,5292201,133744,4920025,163743,2606960,65.9,2400667,79.9,2113666,53.4,1952799,65,3455470,2472600,316600,0,143341,2154327,2993408,1125,815010,1164248,134220,188,814738,1003770,134125,166,N/A,65.9,N/A,79.9,50.6,1841388,61.3,2606960,657614,95,536149,84.4,271987,243866,20253,43,1480526,233105,983208,2558728,76.9,2084452,62.7,814989,1135073,134203,187,5214361,156812,187797,2606732,70.4,2113619,57.1,814992,1164233,134206,188,5291938,142970,168709,621785,29.4,618888,31.7,462520,43.9,295556,55.1,287022,326375,8365,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,8497985,201482,253582,6831696,161975,6278325,187347,3121313,74,2823522,84.3,2802654,66.4,2558002,76.3,4889685,3156000,452300,0,260509,2564341,3995650,11196,974914,1585350,238733,3657,972035,1344551,237911,3505,N/A,74,N/A,84.3,62.3,2382836,71.1,3121313,739821,95,683425,89.2,308749,321683,51912,1081,1833638,239353,1109280,3019797,82.8,2734251,75,974910,1516959,238730,3652,6660214,182583,232964,3121297,78.2,2802647,70.2,974913,1585345,238732,3657,6831680,171223,212986,1092322,39,1084742,42.4,721352,55.5,452638,66.2,479520,595296,17177,329,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,25629995,200203,252081,20028871,156451,18549565,182442,9982981,78,9166159,90.2,8159607,63.7,7525380,74,14713175,9454720,1462100,0,688455,7828436,11510633,1347,2990546,4482618,685838,605,2988365,3851120,685333,562,N/A,78,N/A,90.2,58.5,6859878,67.5,9982981,2614224,95,2175656,90.9,1023431,1064576,87375,274,5895578,246330,1070880,9720350,87.7,7988901,72.1,2990366,4312170,685761,604,19589619,176777,231286,9981445,82.5,8159127,67.4,2990429,4482306,685787,605,20026908,165456,211747,2575228,31.6,2559307,34,1898787,44.7,1188168,54.6,1160858,1405931,8401,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,6394650,200227,243981,5884326,184248,5327832,203278,2833494,88.7,2524092,95,2454330,76.8,2212014,84.4,3910770,2272780,211100,0,144927,2303223,3435634,542,921019,1396164,137039,108,920596,1154485,136865,68,N/A,88.7,N/A,95,73.6,2107196,80.4,2833494,674902,95,584275,86,288654,272307,23298,16,1510083,222183,940866,2736318,95,2398206,84.2,920952,1340160,136988,106,5730176,201179,224508,2832722,92.1,2454134,79.8,920964,1396066,136996,108,5883394,191255,207874,678311,27.6,675818,30.6,461726,40.1,262299,44.9,280805,391155,6344,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2259935,213330,264361,1940085,183137,1782026,208457,939899,88.7,848432,95,808574,76.3,733287,85.8,1337595,835340,87000,0,62191,743584,1132971,1339,280248,470453,57548,325,280135,395308,57521,323,N/A,88.7,N/A,95,72.9,696986,81.5,939899,208671,95,182974,95,82482,93778,6594,120,506294,270679,1208220,907845,95,786091,84.8,280239,447981,57547,324,1892509,204046,243661,939828,93.5,808566,80.5,280244,470451,57547,324,1940007,193066,224905,330802,40.9,328122,44.7,225159,58.4,127495,69.7,146951,179935,3900,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,36490,169469,220045,36765,170746,33072,199433,18759,87.1,16785,95,16512,76.7,14785,89.2,7490,25200,3800,0,2336,28661,5766,2,11968,2202,2341,1,11968,475,2341,1,N/A,87.1,N/A,95,66.8,12652,76.3,18759,1800,90.4,1729,86.8,1480,22,227,0,4213,211496,1831830,18137,95,16081,86.2,11968,1771,2341,1,35715,191553,195709,18758,92.1,16512,81,11968,2202,2341,1,36764,180455,179110,4135,25,4135,28,2306,40.5,971,56.2,4126,9,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,8820235,171309,218456,6694268,130018,6274640,155408,3226583,62.7,2989580,74,2732115,53.1,2547744,63.1,4922115,3461720,436400,0,216638,2631604,3843984,2042,998595,1536657,196516,347,996543,1354938,195918,345,N/A,62.7,N/A,74,50.1,2395515,59.3,3226583,926962,95,797384,85.1,340766,425897,30517,204,2144917,228908,941304,3167578,71.7,2697935,61,998483,1502633,196472,347,6603629,149404,199554,3225441,66.4,2731580,56.2,998520,1536239,196474,347,6692571,137814,181626,839058,30.7,835525,32.8,657416,43.8,432973,54.3,359008,462769,16831,450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1576885,178248,236217,1257899,142190,1157294,173362,626244,70.8,568565,85.2,504393,57,462971,69.4,870245,620840,85800,0,38540,498598,720629,132,189193,278388,36781,31,189127,237062,36751,31,N/A,70.8,N/A,85.2,53.6,432941,64.9,626244,170102,95,139037,91.5,69198,64960,4859,20,375657,247353,1038310,608423,82.4,493444,66.9,189191,267446,36776,31,1228805,166482,213641,626206,76,504384,61.2,189191,278385,36777,31,1257858,152747,191488,170755,33.9,170000,36.7,127542,48.9,81074,58.3,79212,89499,2036,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,10869900,159169,204355,8896844,130277,8369445,157346,4005174,58.6,3718513,69.9,3503559,51.3,3278459,61.6,6458820,3921680,489400,0,247435,3426452,5177815,45142,1266806,2003849,222570,10334,1266245,1779718,222289,10207,N/A,58.6,N/A,69.9,48.8,3110181,58.5,4005174,1031360,90.2,945503,82.7,469812,435121,35082,5488,2659565,232603,950671,3932772,67.4,3457078,59.2,1266771,1957489,222521,10297,8776266,150393,186270,4004587,62.4,3503435,54.6,1266789,2003781,222533,10332,8896124,138557,169298,1215258,34.7,1209231,36.9,895860,48.5,562053,59.4,520955,675622,16516,2165,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,51837875,178777,240034,40483034,139616,36551297,169250,19336970,66.7,17175850,79.5,16497515,56.9,14900735,69,31499035,17805140,2533700,0,1444091,15186527,23848936,3480,5863373,9363911,1269652,579,5858983,7773182,1268033,537,N/A,66.7,N/A,79.5,53.4,13880651,64.3,19336970,3523606,94.4,3146459,84.3,1500876,1472108,173261,214,8514392,228009,1388180,18786532,77.9,16199001,67.2,5862719,9066432,1269289,561,39594437,164285,215085,19332346,71.6,16496328,61.1,5862867,9363485,1269397,579,40477284,149888,191957,4571652,27.7,4537953,30.5,3011750,43.1,1675626,53.3,2076030,2422540,72941,141,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5402380,168511,237491,4504558,140506,3988303,175327,2156877,67.3,1870851,82.2,1881846,58.7,1659913,73,3330560,1839420,232400,0,170447,1607798,2726017,296,632308,1089610,159919,9,631872,868311,159721,9,N/A,67.3,N/A,82.2,54.9,1538015,67.6,2156877,366379,95,330151,90.2,141634,172125,16391,1,902072,246554,1476580,2068139,79.8,1830410,70.6,632256,1038268,159877,9,4363667,168335,208404,2156449,72.9,1881756,63.6,632287,1089570,159890,9,4504057,152259,182627,556688,29.6,553400,33.3,344018,49.7,202516,61.3,221978,326833,7876,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,16812085,196966,251879,14415849,168892,13071633,195839,6731602,78.9,6015364,90.1,5795304,67.9,5206024,78,10330025,5732860,749200,0,472668,5190181,8745163,7837,1934590,3429613,428095,3006,1928909,2848532,425869,2714,N/A,78.9,N/A,90.1,64.4,4911167,73.6,6731602,1403267,95,1221139,89.9,569921,578871,71444,903,3396972,249978,1237180,6484607,88.7,5623774,77,1934376,3259154,427327,2917,13989175,191450,230083,6730284,83.8,5794862,72.2,1934454,3429401,428003,3004,14414163,179503,209365,2076476,35.8,2058596,39.5,1381303,52.8,792659,64.9,911805,1130253,34115,303,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7552450,N/A,N/A,6933927,N/A,6930681,N/A,3328537,N/A,3326690,N/A,2909624,N/A,2908216,N/A,3245970,3688580,617900,0,247113,3559961,3126571,282,1427081,1252405,230127,11,1427021,1251098,230086,11,N/A,N/A,N/A,N/A,0,2711301,0,3328537,1641937,0,1486770,0,812383,598591,75795,1,3689730,0,0,3328418,0,2909550,0,1427059,1252360,230120,11,6933736,0,0,3328433,0,2909554,0,1427059,1252363,230121,11,6933755,0,0,914642,31.4,914620,31.4,848254,37,631387,42.5,474377,424187,16078,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,134690,126719,165250,129495,121832,122471,150258,63218,59.5,59251,72.7,53690,50.5,50669,62.2,96750,35540,2400,0,2082,38487,88926,0,15074,36707,1904,5,15046,33721,1897,5,N/A,59.5,N/A,72.7,48.9,48918,60,63218,17195,84,14899,72.8,5905,8462,528,4,36896,180174,657730,62439,69.8,53312,59.6,15066,36340,1901,5,128349,143527,150618,63157,63.4,53665,53.9,15067,36692,1901,5,129409,129897,135198,11608,21.6,11573,22.8,9273,30.1,5472,36.7,4079,7421,106,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1409270,225849,276336,1246615,199782,1135388,222632,556579,89.2,497301,95,482477,77.3,432854,84.9,785070,554500,69700,0,51121,491764,702850,880,172587,263587,46038,265,172529,214118,45959,248,N/A,89.2,N/A,95,72.9,405035,79.4,556579,140088,95,124694,95,60231,61738,2570,155,364545,291545,1127060,532060,95,463881,84.2,172571,245024,46021,265,1203148,218377,255789,556481,93.5,482467,81.1,172586,263583,46033,265,1246528,209520,236874,233909,48.5,231530,53.5,158913,64.8,92250,74,104137,126061,3695,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,15115565,198500,253965,12547971,164782,11482227,192919,5754807,75.6,5183500,87.1,5166725,67.9,4692844,78.8,9045945,5345320,724300,0,459527,4742657,7336484,9303,1820006,2911316,432303,3100,1819212,2438641,431965,3026,N/A,75.6,N/A,87.1,63.6,4371576,73.4,5754807,1204177,95,1108089,91.6,504930,544010,57607,1542,3031664,250608,1249510,5565122,85.6,5037572,77.5,1819933,2782278,432267,3094,12228439,188103,232514,5754097,80.4,5166606,72.2,1819983,2911247,432277,3099,12547124,175278,211158,1936006,37.5,1922554,41,1252099,55.3,740925,66.9,872979,1036031,26544,452,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,10034485,172342,220256,9084788,156031,8393914,184245,3966632,68.1,3597889,79,3603459,61.9,3299210,72.4,5913685,3674700,446100,0,321695,3523516,5237797,1780,1294216,2017239,291414,590,1293857,1713594,291196,563,N/A,68.1,N/A,79,58.5,3101519,68.1,3966632,1018957,95,950502,93.4,457086,463086,30077,253,2707625,266173,986439,3844994,76.9,3517706,70.4,1294180,1931550,291387,589,8876446,177536,200698,3966339,72.2,3603415,65.6,1294207,2017220,291398,590,9084464,165415,182713,1580532,43.9,1571861,47.6,1121113,60.3,683646,71.9,679016,879508,21953,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3406785,190095,237808,2484503,138633,2341947,163478,1108121,61.8,1030588,71.9,985611,55,923251,64.4,2020405,1230180,156200,0,63757,1077943,1341191,1612,409674,517062,58433,442,409223,455256,58361,411,N/A,61.8,N/A,71.9,52.4,876401,61.2,1108121,333772,90.9,303976,82.8,155571,138785,9429,191,827430,225451,928251,1088215,69.9,973618,62.5,409583,505179,58416,440,2452684,157442,218687,1107727,65.2,985379,58,409597,516922,58418,442,2483806,146182,200503,366039,37.1,364434,39.5,280431,49.9,179420,59,174858,187390,3739,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,846565,146272,190229,683069,118023,640881,144010,322765,55.8,298803,67.1,274666,47.5,256779,57.7,440245,359820,46500,0,27867,302643,351949,610,113215,136198,25139,114,113194,118359,25114,112,N/A,55.8,N/A,67.1,43.9,236002,53,322765,90854,91.6,81407,82.1,41468,36070,3816,53,216581,218374,853573,316399,64.5,271115,55.2,113214,132651,25136,114,673198,137185,172515,322737,59.3,274661,50.5,113214,136196,25137,114,683037,125598,155668,97669,35.6,97270,37.9,74914,50.3,49509,60.8,45792,50493,1347,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
