State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6240850,157718,207701,5237461,132360,4872930,162175,2589735,65.4,2386805,79.4,2104605,53.2,1947184,64.8,3425190,2499760,315900,0,142509,2132401,2961439,1112,813176,1157433,133812,184,812904,1000400,133717,163,N/A,65.4,N/A,79.4,50.3,1834606,61.1,2589735,655438,95,535511,84.3,271658,243591,20221,41,1470599,231542,982607,2544011,76.5,2078123,62.5,813155,1130989,133795,184,5164893,155325,187682,2589519,70,2104558,56.9,813158,1157418,133798,184,5237210,141491,168606,593768,28.2,591642,30.4,446712,42.5,288452,53.9,273375,312425,7949,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,8453795,200434,252264,6750694,160055,6207587,185236,3106530,73.7,2812328,83.9,2793662,66.2,2553196,76.2,4830975,3170520,452300,0,259419,2532703,3947905,10667,973247,1578782,238200,3433,970371,1342156,237379,3290,N/A,73.7,N/A,83.9,62,2375241,70.9,3106530,738377,95,682813,89.1,308493,321414,51860,1046,1820552,237645,1103510,3007954,82.5,2728897,74.8,973243,1514029,238197,3428,6585836,180544,231752,3106514,77.9,2793655,70,973246,1578777,238199,3433,6750678,169193,211878,1034832,37,1029662,40.3,695468,53.6,441670,64.7,454194,563691,16634,313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,25480565,199036,250611,19797910,154647,18351132,180490,9898704,77.3,9096032,89.5,8126163,63.5,7503915,73.8,14494225,9527540,1458800,0,685417,7741587,11369560,1346,2983906,4458552,683104,601,2981738,3839018,682601,558,N/A,77.3,N/A,89.5,58.3,6840203,67.3,9898704,2604682,95,2172852,90.8,1022180,1063261,87137,274,5856294,244689,1064640,9645634,87,7965063,71.9,2983729,4297707,683027,600,19378270,174870,229937,9897192,81.8,8125687,67.1,2983790,4458243,683053,601,19795977,163548,210512,2465100,30.3,2454725,32.7,1839580,43.4,1162335,53.5,1111620,1345345,8100,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,6294610,197095,240164,5837118,182770,5288476,201776,2821540,88.3,2515918,95,2448200,76.7,2209279,84.3,3823150,2260360,211100,0,144581,2283920,3408075,542,919897,1391262,136933,108,919474,1152978,136759,68,N/A,88.3,N/A,95,73.3,2102829,80.2,2821540,672771,95,583606,85.9,288306,271998,23286,16,1499292,220596,926146,2727766,95,2395172,84.1,919830,1338354,136882,106,5689471,199750,220996,2820775,91.7,2448004,79.6,919842,1391164,136890,108,5836194,189720,204622,648501,26.5,646715,29.3,444859,38.7,254316,43.6,266322,376068,6104,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2259795,213317,264345,1914375,180710,1759504,205822,929695,87.8,840072,95,804503,75.9,730600,85.5,1333255,839540,87000,0,61856,732827,1118376,1316,279516,467301,57367,319,279405,393537,57341,317,N/A,87.8,N/A,95,72.4,693052,81.1,929695,207820,95,182789,95,82409,93679,6583,118,502869,268848,1208150,898938,95,783147,84.4,279507,445956,57366,318,1868500,201457,243646,929626,92.5,804495,80.1,279512,467299,57366,318,1914299,190508,224891,310562,38.6,308857,42.3,216205,56.2,124573,68.2,138440,168341,3767,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,36490,169469,220045,36232,168270,32779,197666,18739,87,16765,95,16217,75.3,14730,88.8,7490,25200,3800,0,2335,28377,5520,0,11919,1958,2340,0,11919,471,2340,0,N/A,87,N/A,95,65.3,12576,75.8,18739,1797,90.2,1726,86.6,1478,21,227,0,4193,210492,1831830,18117,95,16025,85.9,11919,1766,2340,0,35421,189976,195709,18738,92,16217,79.6,11919,1958,2340,0,36231,177838,179110,3913,24.1,3913,26.6,2237,39.5,956,55.4,3904,9,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,8828335,171467,218657,6623650,128647,6212540,153870,3208049,62.3,2975205,73.7,2721525,52.9,2540559,62.9,4885815,3506920,435600,0,215367,2600706,3805535,2042,995798,1529419,195966,342,993747,1351104,195368,340,N/A,62.3,N/A,73.7,49.8,2385786,59.1,3208049,924673,95,796345,85,340254,425424,30466,201,2130888,227410,942168,3152140,71.3,2689999,60.9,995686,1498049,195922,342,6538665,147934,199737,3206908,66,2720990,56,995723,1529001,195924,342,6621955,136359,181793,798606,29.3,796080,31.3,633195,42.3,422282,53,338668,443362,16126,450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1568665,177319,234986,1243823,140599,1145981,171668,621704,70.3,565186,84.7,501708,56.7,461584,69.1,861265,621900,85500,0,38315,494119,711257,132,188773,276262,36643,30,188707,236234,36613,30,N/A,70.3,N/A,84.7,53.3,431261,64.6,621704,169630,95,138881,91.4,69134,64887,4840,20,373574,245981,1032890,604753,81.9,491787,66.6,188771,266348,36638,30,1216652,164835,212527,621670,75.5,501699,60.9,188771,276259,36639,30,1243785,151038,190489,163865,32.7,163377,35.4,123965,47.6,79597,57.3,76404,85500,1953,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,10834710,158653,203694,8809725,129001,8292651,155903,3988659,58.4,3706248,69.7,3490856,51.1,3270044,61.5,6367830,3978780,488100,0,246357,3394262,5124444,44662,1263994,1994510,222101,10251,1263440,1774653,221822,10129,N/A,58.4,N/A,69.7,48.6,3099136,58.3,3988659,1029735,90.1,944378,82.6,469297,434591,35035,5455,2642813,231138,947593,3919525,67.2,3447810,59.1,1263959,1951580,222052,10219,8695981,149017,185667,3988085,62.1,3490733,54.4,1263977,1994443,222064,10249,8809020,137200,168750,1161428,33.3,1156968,35.4,866370,47,549514,58.2,498120,645226,15969,2113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,51706455,178323,239425,40018615,138015,36174477,167505,19222170,66.3,17102756,79.2,16423346,56.6,14858474,68.8,31117155,18062300,2527000,0,1436376,15022743,23556108,3388,5848652,9308267,1265881,546,5844305,7749389,1264275,505,N/A,66.3,N/A,79.2,53.1,13824460,64,19222170,3513661,94.1,3140910,84.1,1498333,1469551,172823,203,8451539,226326,1384660,18703219,77.6,16150309,67,5848012,9036243,1265526,528,39189812,162606,214540,19217603,71.2,16422166,60.8,5848146,9307847,1265627,546,40012929,148169,191470,4318366,26.3,4294143,28.9,2893595,41.5,1632258,52,1963146,2285218,69862,140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5370830,167527,236104,4444635,138637,3941239,173258,2144450,66.9,1864249,82,1870704,58.4,1654379,72.7,3289650,1848780,232400,0,169564,1587852,2686924,295,630321,1080955,159419,9,629887,865262,159221,9,N/A,66.9,N/A,82,54.5,1530371,67.3,2144450,365736,95,329535,90.1,141342,171830,16362,1,895668,244804,1467950,2060584,79.5,1824071,70.4,630269,1034416,159377,9,4313504,166400,207187,2144037,72.5,1870616,63.2,630300,1080917,159390,9,4444151,150234,181560,521010,27.9,519030,31.4,329831,47.8,197570,60,206807,306688,7514,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,16758355,196337,251074,14232148,166740,12915728,193504,6688229,78.4,5983013,89.6,5773527,67.6,5194257,77.8,10222675,5788180,747500,0,470223,5124281,8629853,7791,1930843,3412700,426992,2992,1925186,2841589,424780,2702,N/A,78.4,N/A,89.6,64.1,4893296,73.3,6688229,1399741,95,1219813,89.8,569331,578227,71354,901,3372742,248195,1233220,6449901,88.3,5610417,76.8,1930645,3250631,426237,2904,13822852,189173,229347,6686918,83.3,5773087,71.9,1930708,3412489,426900,2990,14230470,177215,208696,1961175,34,1949702,37.5,1330472,51,774059,63.5,864740,1063219,32920,296,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7547270,N/A,N/A,6890493,N/A,6887273,N/A,3316851,N/A,3315023,N/A,2907422,N/A,2906017,N/A,3241290,3688080,617900,0,246072,3534693,3109446,282,1426255,1251433,229723,11,1426195,1250129,229682,11,N/A,N/A,N/A,N/A,0,2707392,0,3316851,1638311,0,1486072,0,812060,598313,75698,1,3670622,0,0,3316733,0,2907348,0,1426233,1251388,229716,11,6890303,0,0,3316748,0,2907352,0,1426233,1251391,229717,11,6890322,0,0,884878,30.4,884860,30.4,823345,35.9,616616,41.5,456557,412871,15450,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,133590,125684,163900,128330,120736,121482,149045,62918,59.2,59047,72.4,53498,50.3,50541,62,96750,34540,2300,0,2070,38252,88008,0,15047,36546,1900,5,15019,33624,1893,5,N/A,59.2,N/A,72.4,48.7,48786,59.9,62918,17150,83.7,14885,72.7,5899,8455,527,4,36664,179041,652359,62206,69.6,53173,59.5,15039,36232,1897,5,127307,142362,149388,62857,63.1,53473,53.7,15040,36531,1897,5,128244,128728,134094,10950,20.5,10930,21.6,8872,28.9,5292,35.6,3924,6922,102,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1404460,225078,275393,1229068,196969,1121325,219875,553280,88.7,494744,95,479602,76.9,431678,84.6,781060,553700,69700,0,50861,485283,692044,880,172127,261289,45921,265,172070,213518,45842,248,N/A,88.7,N/A,95,72.3,403099,79,553280,139845,95,124585,95,60169,61696,2565,155,362669,290045,1123220,529314,95,462513,83.9,172112,244232,45904,265,1187720,215577,254916,553182,93,479592,80.6,172126,261285,45916,265,1228981,206570,236065,223024,46.5,221580,51.3,154466,63.1,90821,72.9,99479,119978,3551,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,15081225,198049,253388,12402796,162876,11357575,190825,5726746,75.2,5162900,86.7,5148234,67.6,4683186,78.7,8959745,5397280,724200,0,457777,4685680,7250144,9195,1816710,2897046,431433,3045,1815920,2433196,431096,2974,N/A,75.2,N/A,86.7,63.3,4356528,73.2,5726746,1201898,95,1107005,91.5,504493,543439,57542,1531,3012846,249053,1246670,5542994,85.3,5026501,77.3,1816638,2775427,431397,3039,12096727,186077,231986,5726060,80,5148116,71.9,1816687,2896978,431407,3044,12401974,173250,210678,1835864,35.7,1826613,39,1209267,53.5,725546,65.5,827022,982722,25682,438,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,9991205,171598,219306,8977213,154183,8302267,182234,3947193,67.8,3584138,78.7,3589791,61.7,3292119,72.3,5860845,3684460,445900,0,320108,3480791,5174586,1728,1291987,2006531,290700,573,1291632,1709458,290482,547,N/A,67.8,N/A,78.7,58.2,3089230,67.8,3947193,1016973,95,949532,93.3,456669,462580,30034,249,2689398,264381,982185,3829980,76.6,3509615,70.2,1291951,1926418,290673,573,8779075,175589,199832,3946912,71.9,3589748,65.4,1291978,2006513,290684,573,8976902,163456,181925,1508021,42,1502676,45.6,1083795,58.4,668598,70.4,645340,841458,21174,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3431155,191455,239509,2464854,137536,2324835,162283,1103589,61.6,1027005,71.7,982546,54.8,921363,64.3,1998195,1276860,156100,0,63432,1069432,1330379,1611,409067,514774,58263,442,408617,454144,58191,411,N/A,61.6,N/A,71.7,52.2,874032,61,1103589,333070,90.8,303712,82.8,155453,138655,9413,191,822811,224192,934892,1084385,69.6,971473,62.4,408977,503810,58246,440,2434634,156283,220251,1103195,64.9,982314,57.8,408990,514634,58248,442,2464157,145025,201937,353981,36,352812,38.3,273295,48.7,175850,57.9,168782,181570,3578,51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,848905,146677,190754,677429,117049,636069,142929,321280,55.5,297611,66.9,273515,47.3,256077,57.5,437105,365300,46500,0,27781,300078,348967,603,112955,135353,25095,112,112936,117961,25070,110,N/A,55.5,N/A,66.9,43.6,235122,52.8,321280,90648,91.4,81300,82,41412,36025,3812,51,215507,217291,855932,315115,64.2,270322,55.1,112954,132164,25092,112,668121,136151,172991,321252,59.1,273510,50.3,112954,135351,25093,112,677397,124561,156098,94562,34.6,94245,36.8,73135,49.2,48670,59.9,44123,49100,1303,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
